name,counts,GeneSymbol
NM_018116.4,13,MSTO1
NM_001193308.2,13,SYTL1
NM_033284.2,13,TBL1Y
NM_017857.4,13,SSH3
NM_016166.3,13,PIAS1
NM_001008409.5,13,TTLL9
NM_144650.3,13,ADHFE1
NM_207343.4,13,RNF214
NM_004293.5,13,GDA
NM_018179.5,13,ATF7IP
NM_018150.4,13,RNF220
NM_001528.4,13,HGFAC
NM_174858.3,13,AK5
NM_018290.4,13,PGM2
NM_001170738.2,13,IQSEC3
NM_001543.5,13,NDST1
NM_001247.5,13,ENTPD6
NM_005316.4,13,GTF2H1
NM_001281747.2,13,MLIP
NM_002613.5,13,PDPK1
NM_004263.5,13,SEMA4F
NM_172160.3,13,KCNAB1
NM_001133.2,13,AFM
NM_001690.4,13,ATP6V1A
NM_203475.3,13,PORCN
NM_015062.5,13,PPRC1
NM_001204118.2,13,CLEC17A
NM_001366306.2,13,KPNA5
NM_001285.4,13,CLCA1
NM_005816.5,13,CD96
NM_001290474.2,13,C2CD2L
NM_000137.4,13,FAH
NM_033637.4,13,BTRC
NM_003042.4,13,SLC6A1
NM_002578.5,13,PAK3
NM_001142930.2,13,API5
NM_025250.3,13,TTYH3
NM_017435.5,13,SLCO1C1
NM_021819.3,13,LMAN1L
NM_001294.4,13,CLPTM1
NM_001080504.3,13,RBM44
NM_138713.4,13,NFAT5
NM_178439.5,13,GMCL1
NM_001770.6,13,CD19
NM_176096.3,13,CDK5RAP3
NM_015915.5,13,ATL1
NM_002466.4,13,MYBL2
NM_006804.4,13,STARD3
NM_007317.3,13,KIF22
NM_001384156.1,13,PCBP3
NM_001172501.3,13,SLC6A2
NM_145893.3,13,RBFOX1
NM_001141.3,13,ALOX15B
NM_001146312.3,13,MYOCD
NM_024646.3,13,ZYG11B
NM_018474.6,13,KIZ
NM_000252.3,13,MTM1
NM_012128.4,13,CLCA4
NM_001243439.2,13,SPECC1
NM_001145313.3,13,FSD1L
NM_018046.5,13,AGGF1
NM_020778.5,13,ALPK3
NM_001788.6,13,SEPTIN7
NM_012316.5,13,KPNA6
NM_016337.3,13,EVL
NM_006446.5,13,SLCO1B1
NM_000698.5,13,ALOX5
NM_001033602.4,13,MTUS2
NM_000190.4,13,HMBS
NM_001004339.3,13,ZYG11A
NM_001244926.2,13,PRPF4
NM_024596.5,13,MCPH1
NM_018834.6,13,MATR3
NM_001031854.2,13,ACCSL
NM_016334.5,13,GPR89B
NM_001282322.3,13,RNF212B
NM_001762.4,13,CCT6A
NM_015630.4,13,EPC2
NM_003241.4,13,TGM4
NM_000383.4,13,AIRE
NM_003473.4,13,STAM
NM_016113.5,13,TRPV2
NM_002690.3,13,POLB
NM_001243351.2,13,NUB1
NM_152905.4,13,NEDD1
NM_173518.5,13,MCMDC2
NM_006536.7,13,CLCA2
NM_004385.5,13,VCAN
NM_013339.4,13,ALG6
NM_032873.5,13,UBASH3B
NM_032646.6,13,TTYH2
NM_016333.4,13,SRRM2
NM_000697.3,13,ALOX12
NM_004964.3,13,HDAC1
NM_001353108.3,13,CEP63
NM_021190.4,13,PTBP2
NM_001135993.2,13,TTC39C
NM_032592.4,13,ACCS
NM_001904.4,13,CTNNB1
NM_001042573.3,13,ENGASE
NM_006212.2,13,PFKFB2
NM_000857.5,13,GUCY1B1
NM_025230.5,13,DCAF11
NM_000924.4,13,PDE1B
NM_004457.5,13,ACSL3
NM_005883.3,13,APC2
NM_023927.4,13,GRAMD2B
NM_001146274.2,13,TCF7L2
NM_001300921.2,13,PKD2L2
NM_005869.4,13,CWC27
NM_133625.6,13,SYN2
NM_014434.4,13,NDOR1
NM_016507.4,13,CDK12
NM_001693.4,13,ATP6V1B2
NM_006773.4,13,DDX18
NM_014228.5,13,SLC6A7
NM_000506.5,13,F2
NM_001256067.2,13,NOXA1
NM_032434.4,13,ZNF512
NM_005744.5,13,ARIH1
NM_001367768.3,13,FAM149A
NM_006426.3,13,DPYSL4
NM_024956.4,13,TMEM62
NM_000308.4,13,CTSA
NM_000128.4,13,F11
NM_030758.4,13,OSBP2
NM_145054.5,13,CFAP52
NM_002214.3,13,ITGB8
NM_020936.3,13,DDX55
NM_001011547.3,13,SLC5A9
NM_031471.6,13,FERMT3
NM_001278563.3,13,COL26A1
NM_018015.6,13,RADX
NM_001082538.3,13,TCTN1
NM_018214.5,13,LRRC1
NM_153267.5,13,MAMDC2
NM_032025.5,13,EIF2A
NM_015595.4,13,ARHGEF26
NM_004424.5,13,E4F1
NM_007148.5,13,RNF112
NM_019844.4,13,SLCO1B3
NM_004933.3,13,CDH15
NM_000521.4,13,HEXB
NM_022367.4,13,SEMA4A
NM_004700.4,13,KCNQ4
NM_003668.4,13,MAPKAPK5
NM_016824.5,13,ADD3
NM_005115.5,13,MVP
NM_005310.5,13,GRB7
NM_024165.3,13,PHF1
NM_014700.4,13,RAB11FIP3
NM_018296.6,13,LRRC36
NM_003366.4,13,UQCRC2
NM_001346880.2,13,MFSD2B
NM_017619.4,13,RNPC3
NM_001145638.3,13,GPSM1
NM_001276713.2,13,ANKDD1B
NM_016147.3,13,PPME1
NM_025000.4,13,DCAF17
NM_133368.3,13,RSPRY1
NM_145663.3,13,DBF4B
NM_006819.3,13,STIP1
NM_017964.5,13,SLC30A6
NM_017769.5,13,G2E3
NM_001746.4,13,CANX
NM_152562.4,13,CDCA2
NM_173348.2,13,FAM149B1
NM_000316.3,13,PTH1R
NM_001242729.2,13,ARHGEF38
NM_015291.4,13,DNAJC16
NM_032264.6,13,NBPF3
NM_006099.3,13,PIAS3
NM_032812.9,13,PLXDC2
NM_005153.3,13,USP10
NM_020928.2,13,ZSWIM6
NM_005588.3,13,MEP1A
NM_181723.3,13,MICU3
NM_001134363.3,13,RBM20
NM_007256.5,13,SLCO2B1
NM_020719.3,13,PRR12
NM_020245.5,13,TULP4
NM_017774.3,13,CDKAL1
NM_001257.5,13,CDH13
NM_004426.3,13,PHC1
NM_005480.4,13,TROAP
NM_001385641.1,13,SAMD11
NM_001310124.2,13,MEIOSIN
NM_001077700.3,13,MIER1
NM_003041.4,13,SLC5A2
NM_001134.3,13,AFP
NM_016628.5,13,WAC
NM_032538.3,13,TTBK1
NM_003901.4,13,SGPL1
NM_001370100.5,13,ZMYND11
NM_017742.6,13,ZCCHC2
NM_178499.5,13,CCDC60
NM_014448.4,13,ARHGEF16
NM_016299.4,13,HSPA14
NM_005435.4,13,ARHGEF5
NM_001144888.2,13,BAIAP2
NM_024744.17,13,CARF
NM_144965.3,13,TTC16
NM_000892.5,13,KLKB1
NM_018714.3,13,COG1
NM_020247.5,13,COQ8A
NM_001367493.1,13,ARHGEF4
NM_001242699.2,13,ENO4
NM_001197026.2,13,PLEKHA8
NM_002806.5,13,PSMC6
NM_001193313.2,13,SUGCT
NM_001144950.2,13,SSC5D
NM_001692.4,13,ATP6V1B1
NM_017437.3,13,CPSF2
NM_001287135.2,13,CDK14
NM_020533.3,13,MCOLN1
NM_001372179.1,13,PABPC1L
NM_001277333.2,13,ANKRD62
NM_031476.4,13,CRISPLD2
NM_001039374.5,13,CCDC183
NM_005605.5,13,PPP3CC
NM_006321.4,13,ARIH2
NM_031461.6,13,CRISPLD1
NM_007266.4,13,GPN1
NM_003718.5,13,CDK13
NM_004843.4,13,IL27RA
NM_019842.4,13,KCNQ5
NM_201596.3,13,CACNB2
NM_054012.4,13,ASS1
NM_001377299.1,13,NDUFS2
NM_000108.5,13,DLD
NM_207015.3,13,NAALADL2
NM_022734.3,13,METTL17
NM_021831.6,13,AGBL5
NM_000666.3,13,ACY1
NM_001114394.3,13,TENT2
NM_031989.5,13,PCBP2
NM_001385106.1,13,LRRC74A
NM_001931.5,13,DLAT
NM_052958.4,13,C8orf34
NM_017931.4,13,TTC38
NM_004386.3,13,NCAN
NM_007231.5,13,SLC6A14
NM_015701.5,13,ERLEC1
NM_032289.4,13,PSD2
NM_022169.5,13,ABCG4
NM_001143988.2,13,NBPF6
NM_032793.5,13,MFSD2A
NM_014479.3,13,ADAMDEC1
NM_015321.3,13,CRTC1
NM_002454.3,13,MTRR
NM_017839.5,13,LPCAT2
NM_139021.3,13,MAPK15
NM_000477.7,13,ALB
NM_014229.3,13,SLC6A11
NM_004301.5,13,ACTL6A
NM_017520.4,13,MPHOSPH8
NM_001025389.2,13,AMPD3
NM_001267585.2,13,FBXW10
NM_001197293.3,13,DPYSL2
NM_015188.2,12,TBC1D12
NM_001386991.1,12,BANP
NM_017610.8,12,RNF111
NM_002062.5,12,GLP1R
NM_006590.4,12,USP39
NM_018460.4,12,ARHGAP15
NM_022474.4,12,PALS1
NM_004530.6,12,MMP2
NM_015000.4,12,STK38L
NM_052988.5,12,CDK10
NM_017772.4,12,TBC1D22B
NM_004279.3,12,PMPCB
NM_021626.3,12,SCPEP1
NM_013385.5,12,CYTH4
NM_144698.5,12,ANKRD35
NM_207122.2,12,EXT2
NM_144498.4,12,OSBPL2
NM_002631.4,12,PGD
NM_001031722.4,12,ATAT1
NM_001382567.1,12,STIM1
NM_015456.5,12,NELFB
NM_014023.4,12,WDR37
NM_030924.5,12,ACSBG2
NM_003831.5,12,RIOK3
NM_001040105.2,12,MUC17
NM_003427.5,12,ZNF76
NM_003177.7,12,SYK
NM_005427.4,12,TP73
NM_173689.7,12,CRB2
NM_138389.4,12,FAM114A1
NM_001263.4,12,CDS1
NM_007183.4,12,PKP3
NM_004721.5,12,MAP3K13
NM_022475.3,12,HHIP
NM_078629.4,12,MSL3
NM_000690.4,12,ALDH2
NM_130847.3,12,AMOTL1
NM_018723.4,12,RBFOX1
NM_002817.4,12,PSMD13
NM_006062.3,12,SMYD5
NM_004132.5,12,HABP2
NM_015338.6,12,ASXL1
NM_001291694.2,12,NR2C2
NM_201590.3,12,CACNB2
NM_020726.5,12,NLN
NM_020659.4,12,TTYH1
NM_006247.4,12,PPP5C
NM_015966.3,12,ERGIC3
NM_016263.4,12,FZR1
NM_005629.4,12,SLC6A8
NM_001061.7,12,TBXAS1
NM_024813.3,12,RPAP2
NM_024908.4,12,WDR76
NM_007359.5,12,CASC3
NM_002718.5,12,PPP2R3A
NM_001388.5,12,DRG2
NM_138501.6,12,TECR
NM_001267723.2,12,CCDC61
NM_016001.3,12,UTP18
NM_004715.5,12,CTDP1
NM_201525.4,12,ADGRG1
NM_000026.4,12,ADSL
NM_024831.8,12,TGS1
NM_001014436.3,12,DBNL
NM_001076786.3,12,QSER1
NM_013327.5,12,PARVB
NM_002444.3,12,MSN
NM_018222.5,12,PARVA
NM_002898.4,12,RBMS2
NM_001319944.2,12,CEP85
NM_003683.6,12,RRP1
NM_006243.4,12,PPP2R5A
NM_001130045.2,12,TTLL10
NM_001326342.2,12,CELF2
NM_002463.2,12,MX2
NM_003818.4,12,CDS2
NM_018477.3,12,ACTR10
NM_007253.4,12,CYP4F8
NM_006023.3,12,CDC123
NM_015629.4,12,PRPF31
NM_001387691.1,12,POM121
NM_014319.5,12,LEMD3
NM_017888.3,12,ACSM5
NM_001278629.2,12,C9orf43
NM_001300721.2,12,LARGE2
NM_000397.4,12,CYBB
NM_024922.6,12,CES3
NM_001161498.2,12,PLEKHD1
NM_052936.5,12,ATG4A
NM_021948.5,12,BCAN
NM_001374675.1,12,HSF4
NM_015604.4,12,DCAF4
NM_030948.6,12,PHACTR1
NM_152760.3,12,SNX32
NM_022720.7,12,DGCR8
NM_019065.3,12,NECAB2
NM_004784.3,12,NDST3
NM_020773.3,12,TBC1D14
NM_017802.4,12,DNAAF5
NM_015610.4,12,WIPI2
NM_004504.5,12,AGFG1
NM_022437.3,12,ABCG8
NM_012444.3,12,SPO11
NM_024339.5,12,THOC6
NM_004994.3,12,MMP9
NM_024941.4,12,TRAPPC13
NM_018945.4,12,PDE7B
NM_012208.4,12,HARS2
NM_198994.3,12,TGM6
NM_003558.4,12,PIP5K1B
NM_020127.3,12,TUFT1
NM_006725.5,12,CD6
NM_007078.3,12,LDB3
NM_002815.4,12,PSMD11
NM_001042590.4,12,TMEM8B
NM_015710.5,12,NOP53
NM_001300862.2,12,MPND
NM_004067.4,12,CHN2
NM_001257967.3,12,ITPRID1
NM_001308172.2,12,ACSM2A
NM_020246.4,12,SLC12A9
NM_001369789.1,12,PWWP3A
NM_000693.4,12,ALDH1A3
NM_181645.4,12,DEUP1
NM_001031712.3,12,TRMT11
NM_004246.3,12,GLP2R
NM_016213.5,12,TRIP4
NM_001242532.5,12,MFSD11
NM_194286.4,12,SRRM4
NM_019894.4,12,TMPRSS4
NM_001003694.2,12,BRPF1
NM_025092.5,12,PGGHG
NM_022492.6,12,TTC31
NM_001379451.1,12,BCORL1
NM_001251845.2,12,TRPC1
NM_145315.5,12,AFG1L
NM_014686.5,12,GARRE1
NM_178581.3,12,HM13
NM_002110.5,12,HCK
NM_003937.3,12,KYNU
NM_001100164.2,12,PHACTR2
NM_017588.3,12,WDR5
NM_001325.3,12,CSTF2
NM_006704.5,12,SUGT1
NM_181783.4,12,TMTC3
NM_001516.5,12,GTF2H3
NM_004237.4,12,TRIP13
NM_003370.4,12,VASP
NM_001136046.3,12,ZMYND15
NM_001771.4,12,CD22
NM_018233.4,12,OGFOD1
NM_003249.5,12,THOP1
NM_153610.5,12,CMYA5
NM_000395.3,12,CSF2RB
NM_004741.5,12,NOLC1
NM_015160.3,12,PMPCA
NM_000164.4,12,GIPR
NM_005313.5,12,PDIA3
NM_006191.3,12,PA2G4
NM_130398.4,12,EXO1
NM_001366386.2,12,CDK15
NM_016219.5,12,MAN1B1
NM_152328.5,12,ADSS1
NM_003043.6,12,SLC6A6
NM_001015880.2,12,PAPSS2
NM_005686.3,12,SOX13
NM_004382.5,12,CRHR1
NM_001272046.2,12,VWA2
NM_005048.4,12,PTH2R
NM_000516.7,12,GNAS
NM_177538.3,12,CYP20A1
NM_033138.4,12,CALD1
NM_019070.5,12,DDX49
NM_001206673.2,12,ABHD12B
NM_024333.3,12,FSD1
NM_003076.5,12,SMARCD1
NM_001387446.1,12,TTLL3
NM_014754.3,12,PTDSS1
NM_178821.3,12,DAW1
NM_032437.4,12,EFCAB7
NM_014352.4,12,POU2F3
NM_018662.3,12,DISC1
NM_024936.3,12,ZCCHC4
NM_002462.5,12,MX1
NM_032663.5,12,USP30
NM_001370285.1,12,HELB
NM_024835.5,12,GGNBP2
NM_012253.4,12,TKTL1
NM_145697.3,12,NUF2
NM_001166412.2,12,SMOC2
NM_138962.4,12,MSI2
NM_016519.6,12,AMBN
NM_014346.5,12,TBC1D22A
NM_001278919.2,12,KCNH6
NM_016008.4,12,DYNC2LI1
NM_001257357.2,12,RAB44
NM_001127898.4,12,CLCN5
NM_000160.5,12,GCGR
NM_000725.4,12,CACNB3
NM_005441.3,12,CHAF1B
NM_001195129.2,12,PRSS56
NM_031475.3,12,ESPN
NM_007045.4,12,CEP43
NM_001752.4,12,CAT
NM_001517.5,12,GTF2H4
NM_020451.3,12,SELENON
NM_001570.4,12,IRAK2
NM_057095.3,12,CYP3A43
NM_006244.4,12,PPP2R5B
NM_018089.3,12,ANKZF1
NM_004624.4,12,VIPR1
NM_080672.5,12,PHACTR3
NM_006283.3,12,TACC1
NM_005622.4,12,ACSM3
NM_013325.5,12,ATG4B
NM_014315.3,12,KLHDC2
NM_001018100.5,12,MYZAP
NM_004453.4,12,ETFDH
NM_130384.3,12,ATRIP
NM_001267046.2,12,FRMD6
NM_020853.2,12,FAM234B
NM_001048183.3,12,PHACTR4
NM_001384355.1,12,RAD21L1
NM_000947.5,12,PRIM2
NM_052951.3,12,DNTTIP1
NM_012324.6,12,MAPK8IP2
NM_005526.4,12,HSF1
NM_182710.3,12,KAT5
NM_016004.5,12,IFT52
NM_022082.4,12,SLC17A9
NM_017922.4,12,PRPF39
NM_014607.4,12,UBXN4
NM_001381874.1,12,IQANK1
NM_001146070.2,12,TDRD3
NM_173469.4,12,UBE2Q2
NM_014967.5,12,FAN1
NM_001369500.1,12,TBC1D3L
NM_145263.4,12,SPATA18
NM_000823.4,12,GHRHR
NM_002562.6,12,P2RX7
NM_004506.4,12,HSF2
NM_001160308.3,12,SETDB2
NM_020894.4,12,UVSSA
NM_001130009.3,12,GEN1
NM_003245.4,12,TGM3
NM_022351.5,12,NECAB1
NM_001204.7,12,BMPR2
NM_019109.5,12,ALG1
NM_004699.4,12,FAM50A
NM_017847.6,12,ODR4
NM_006699.5,12,MAN1A2
NM_019043.4,12,APBB1IP
NM_015907.3,12,LAP3
NM_006999.6,12,TENT4A
NM_001284285.2,12,INPP5J
NM_001005337.3,12,PKP1
NM_001127178.3,12,PIGG
NM_033480.3,12,FBXO9
NM_001260.3,12,CDK8
NM_014339.7,12,IL17RA
NM_001039362.2,12,ATP6V1C2
NM_016091.4,12,EIF3L
NM_001374353.1,12,GLI2
NM_172193.3,12,KLHDC1
NM_001008212.2,12,OPTN
NM_005139.3,11,ANXA3
NM_015041.3,11,CLUAP1
NM_032649.6,11,CNDP1
NM_006260.5,11,DNAJC3
NM_173483.4,11,CYP4F22
NM_002805.6,11,PSMC5
NM_016396.3,11,CTDSPL2
NM_006716.4,11,DBF4
NM_003801.4,11,GPAA1
NM_014783.6,11,ARHGAP11A
NM_000751.3,11,CHRND
NM_006151.3,11,LPO
NM_173619.4,11,CLEC18C
NM_001039211.3,11,ATAD3C
NM_001330723.2,11,SNX27
NM_004268.5,11,MED17
NM_003384.3,11,VRK1
NM_016648.4,11,LARP7
NM_014979.4,11,SV2C
NM_000336.3,11,SCNN1B
NM_001010969.4,11,CYP4A22
NM_024854.5,11,PYROXD1
NM_001079.4,11,ZAP70
NM_052970.5,11,HSPA12B
NM_000836.4,11,GRIN2D
NM_001114980.2,11,TP63
NM_016002.3,11,SCCPDH
NM_015589.6,11,SAMD4A
NM_052957.5,11,GCNA
NM_004274.5,11,AKAP6
NM_023944.4,11,CYP4F12
NM_022490.4,11,POLR1E
NM_001112724.2,11,STK32A
NM_001166271.3,11,SPATA13
NM_001122764.3,11,PPOX
NM_145109.3,11,MAP2K3
NM_024656.4,11,COLGALT1
NM_006367.4,11,CAP1
NM_020445.6,11,ACTR3B
NM_001034845.3,11,GALNTL6
NM_001102368.3,11,DGLUCY
NM_032858.3,11,MAEL
NM_015271.5,11,TRIM2
NM_018318.5,11,CCDC91
NM_170707.4,11,LMNA
NM_019121.2,11,PPP1R37
NM_006791.4,11,MORF4L1
NM_018327.4,11,SPTLC3
NM_001415.4,11,EIF2S3
NM_018418.5,11,SPATA7
NM_000534.5,11,PMS1
NM_139319.3,11,SLC17A8
NM_002350.4,11,LYN
NM_013236.4,11,ATXN10
NM_002809.4,11,PSMD3
NM_005831.5,11,CALCOCO2
NM_007193.5,11,ANXA10
NM_020379.4,11,MAN1C1
NM_001004316.3,11,LEKR1
NM_001383.6,11,DPH1
NM_014509.5,11,SERHL2
NM_001143852.2,11,TCHP
NM_001799.4,11,CDK7
NM_172027.3,11,ABTB1
NM_005104.4,11,BRD2
NM_016353.5,11,ZDHHC2
NM_005013.4,11,NUCB2
NM_001009909.4,11,LUZP2
NM_001372327.1,11,SLC29A1
NM_012407.4,11,PICK1
NM_152492.3,11,CCDC27
NM_024334.3,11,TMEM43
NM_007279.3,11,U2AF2
NM_001039.4,11,SCNN1G
NM_001124758.3,11,SPNS2
NM_021994.3,11,ZNF277
NM_178033.2,11,CYP4X1
NM_021079.5,11,NMT1
NM_012429.5,11,SEC14L2
NM_001136223.3,11,RCOR3
NM_133263.4,11,PPARGC1B
NM_001014443.3,11,USP21
NM_006424.3,11,SLC34A2
NM_001375505.1,11,MAP2
NM_001469.5,11,XRCC6
NM_014773.5,11,DELE1
NM_004855.5,11,PIGB
NM_017528.5,11,BUD23
NM_173542.4,11,PLBD2
NM_013264.5,11,DDX25
NM_020230.7,11,PPAN
NM_032230.3,11,METTL25
NM_000787.4,11,DBH
NM_032175.4,11,UTP15
NM_001177316.2,11,SLC34A3
NM_003048.6,11,SLC9A2
NM_052950.4,11,WDFY2
NM_182976.4,11,ZNF326
NM_000700.3,11,ANXA1
NM_001003841.3,11,SLC6A19
NM_000694.4,11,ALDH3B1
NM_001011709.3,11,PNLIPRP3
NM_001144937.3,11,FNDC7
NM_015055.4,11,SWAP70
NM_152729.3,11,NT5DC1
NM_001130028.2,11,CLK3
NM_014317.5,11,PDSS1
NM_004632.4,11,DAP3
NM_012138.4,11,AATF
NM_002688.6,11,SEPTIN5
NM_004286.5,11,GTPBP1
NM_172365.3,11,PPP1R36
NM_006623.4,11,PHGDH
NM_016355.4,11,DDX47
NM_021224.6,11,ZNF462
NM_006591.3,11,POLD3
NM_006091.5,11,CORO2B
NM_005631.5,11,SMO
NM_002398.3,11,MEIS1
NM_177972.3,11,TUB
NM_023036.6,11,DNAI2
NM_001004318.3,11,ACP7
NM_201253.3,11,CRB1
NM_006392.4,11,NOP56
NM_018140.4,11,CEP72
NM_177417.3,11,KLC3
NM_004792.3,11,PPIG
NM_001034852.3,11,SMOC1
NM_015208.5,11,ANKRD12
NM_025155.3,11,PAAF1
NM_004517.4,11,ILK
NM_001047160.3,11,NET1
NM_030943.4,11,AMN
NM_144573.4,11,NEXN
NM_022491.3,11,SUDS3
NM_030783.3,11,PTDSS2
NM_007277.5,11,EXOC3
NM_012123.4,11,MTO1
NM_170693.3,11,SGK2
NM_001040084.3,11,ANXA8
NM_178134.3,11,CYP4Z1
NM_001105558.1,11,WEE2
NM_001142784.3,11,IL11RA
NM_052854.4,11,CREB3L1
NM_006229.4,11,PNLIPRP1
NM_005094.4,11,SLC27A4
NM_152588.3,11,TMTC2
NM_139012.3,11,MAPK14
NM_003826.3,11,NAPG
NM_001365324.3,11,TENT4B
NM_018502.5,11,TMCO6
NM_001145195.2,11,SLC39A12
NM_016174.5,11,CERCAM
NM_001365405.1,11,CES2
NM_002028.4,11,FNTB
NM_005199.5,11,CHRNG
NM_014674.3,11,EDEM1
NM_006076.5,11,AGFG2
NM_001902.6,11,CTH
NM_005610.3,11,RBBP4
NM_020754.4,11,ARHGAP31
NM_005373.3,11,MPL
NM_015156.4,11,RCOR1
NM_017905.6,11,TMCO3
NM_144695.4,11,BROX
NM_007199.3,11,IRAK3
NM_033055.3,11,MFSD14A
NM_002402.4,11,MEST
NM_031938.7,11,BCO2
NM_014276.4,11,RBPJL
NM_138927.4,11,SON
NM_178335.3,11,CCDC50
NM_018144.4,11,SEC61A2
NM_032717.5,11,GPAT3
NM_033118.4,11,MYLK2
NM_004228.7,11,CYTH2
NM_031283.3,11,TCF7L1
NM_016169.4,11,SUFU
NM_175710.2,11,CR1L
NM_018401.3,11,STK32B
NM_031294.4,11,DRC3
NM_005113.4,11,GOLGA5
NM_002087.4,11,GRN
NM_001377265.1,11,MAPT
NM_002758.4,11,MAP2K6
NM_006457.5,11,PDLIM5
NM_001011552.4,11,SLC9A4
NM_006184.6,11,NUCB1
NM_198317.3,11,KLHL17
NM_032558.3,11,MFSD14B
NM_001114122.3,11,CHEK1
NM_015507.4,11,EGFL6
NM_001385875.1,11,ZFYVE27
NM_001358451.3,11,ABHD18
NM_198580.3,11,SLC27A1
NM_002594.5,11,PCSK2
NM_145017.3,11,PPP1R32
NM_001695.5,11,ATP6V1C1
NM_182978.4,11,GNAL
NM_000502.6,11,EPX
NM_001829.4,11,CLCN3
NM_018332.5,11,DDX19A
NM_052920.2,11,KLHL29
NM_015695.3,11,BRPF3
NM_001272063.2,11,MAGED4
NM_133462.4,11,TTC14
NM_003116.3,11,SPAG4
NM_007242.7,11,DDX19B
NM_001172303.3,11,MASTL
NM_021938.4,11,CELF5
NM_020197.3,11,SMYD2
NM_015937.6,11,PIGT
NM_002559.5,11,P2RX3
NM_005651.4,11,TDO2
NM_032493.4,11,AP1M1
NM_032038.3,11,SPNS1
NM_001365709.1,11,CNBD2
NM_018420.3,11,SLC22A15
NM_002803.4,11,PSMC2
NM_017599.4,11,VEZT
NM_017423.3,11,GALNT7
NM_000019.4,11,ACAT1
NM_021623.2,11,PLEKHA2
NM_003630.3,11,PEX3
NM_017852.5,11,NLRP2
NM_182538.5,11,SPNS3
NM_000896.3,11,CYP4F3
NM_000016.6,11,ACADM
NM_030632.3,11,ASXL3
NM_002560.3,11,P2RX4
NM_005356.5,11,LCK
NM_024818.6,11,UBA5
NM_001384133.1,11,HPN
NM_000936.4,11,PNLIP
NM_198581.3,11,ZC3H6
NM_152683.4,11,PRIMPOL
NM_015279.2,11,TBC1D30
NM_001113523.3,11,PARP15
NM_004265.4,11,FADS2
NM_001375670.1,11,ABI2
NM_031419.4,11,NFKBIZ
NM_001080825.2,11,TMEM120B
NM_002225.5,11,IVD
NM_024663.4,11,NPEPL1
NM_002826.5,11,QSOX1
NM_005412.6,11,SHMT2
NM_005456.4,11,MAPK8IP1
NM_172351.3,11,CD46
NM_001099772.2,11,CYP4B1
NM_003052.5,11,SLC34A1
NM_018201.5,11,TBC1D13
NM_005721.5,11,ACTR3
NM_005033.3,11,EXOSC9
NM_053281.3,11,DACH2
NM_182499.4,11,TDRD10
NM_001323032.3,11,SV2B
NM_023071.4,11,SPATS2
NM_033064.5,11,ATCAY
NM_001369387.1,11,GNAL
NM_002754.5,11,MAPK13
NM_001330542.2,11,HEXD
NM_178819.4,11,GPAT4
NM_003797.5,11,EED
NM_003985.6,11,TNK1
NM_025057.3,11,BBOF1
NM_020354.5,11,ENTPD7
NM_006429.4,11,CCT7
NM_182476.3,11,COQ6
NM_023083.4,11,CAPN10
NM_001288833.2,11,GGT1
NM_001098507.2,11,ZNF207
NM_001153.5,11,ANXA4
NM_006366.3,11,CAP2
NM_004170.6,11,SLC1A1
NM_001077199.3,11,SREK1
NM_005865.4,11,PRSS16
NM_000377.3,11,WAS
NM_178452.6,11,DNAAF1
NM_170776.5,11,ADGRG3
NM_006509.4,11,RELB
NM_014388.7,11,UTP25
NM_182632.3,11,SLC6A18
NM_001024939.4,11,SLC2A11
NM_001177382.2,11,CPEB2
NM_018959.4,11,DAZAP1
NM_174936.4,11,PCSK9
NM_020860.4,11,STIM2
NM_019071.3,11,ING3
NM_198321.4,11,GALNT10
NM_020134.4,11,DPYSL5
NM_013336.4,11,SEC61A1
NM_004383.3,11,CSK
NM_003568.3,11,ANXA9
NM_013243.4,11,SCG3
NM_001122681.2,11,SH3BP2
NM_001550.4,11,IFRD1
NM_001715.3,11,BLK
NM_020346.3,11,SLC17A6
NM_014899.4,11,RHOBTB3
NM_001098519.2,11,LRRC43
NM_031229.4,11,RBCK1
NM_001113491.2,11,SEPTIN9
NM_004055.5,11,CAPN5
NM_001012339.3,11,DNAJC21
NM_178812.4,11,MTDH
NM_018209.4,11,ARFGAP1
NM_001031743.3,11,CFAP206
NM_207341.4,11,ZP1
NM_001353788.2,11,APBA2
NM_001350605.2,11,SRSF11
NM_018463.4,11,ITFG2
NM_006296.7,11,VRK2
NM_016510.7,11,SCLY
NM_001001669.3,11,ARHGEF37
NM_013335.4,11,GMPPA
NM_003984.4,11,SLC13A2
NM_022141.7,11,PARVG
NM_005807.6,11,PRG4
NM_152384.3,11,BBS5
NM_201435.5,11,CCDC62
NM_001042536.3,11,INSC
NM_001033047.3,11,NPNT
NM_003821.6,10,RIPK2
NM_020348.3,10,CNNM1
NM_006513.4,10,SARS1
NM_032905.5,10,RBM17
NM_013373.4,10,ZDHHC8
NM_000629.3,10,IFNAR1
NM_001007231.3,10,ARHGAP25
NM_025059.4,10,CCDC170
NM_001350175.2,10,ATXN7L2
NM_019074.4,10,DLL4
NM_015457.3,10,ZDHHC5
NM_022496.5,10,ACTR6
NM_024548.4,10,CEP97
NM_004932.4,10,CDH6
NM_138400.2,10,NOM1
NM_030769.3,10,NPL
NM_001740.5,10,CALB2
NM_032464.3,10,LAT2
NM_001321759.2,10,CDIN1
NM_006291.4,10,TNFAIP2
NM_018571.6,10,STRADB
