name,counts,GeneSymbol
NM_025220.5,21,ADAM33
NM_014153.4,21,ZC3H7A
NM_014243.3,21,ADAMTS3
NM_000208.4,21,INSR
NM_001130004.2,21,ACTN1
NM_001666.5,21,ARHGAP4
NM_025153.3,21,ATP10B
NM_020745.4,21,AARS2
NM_147127.5,21,EVC2
NM_001286445.3,21,RIPOR2
NM_003791.4,21,MBTPS1
NM_005124.4,21,NUP153
NM_015194.3,21,MYO1D
NM_015327.3,21,SMG5
NM_001385079.1,21,PDE10A
NM_004260.4,21,RECQL4
NM_001386135.1,21,AFF3
NM_000228.3,21,LAMB3
NM_181507.2,21,HPS5
NM_015099.4,21,CAMTA2
NM_014781.5,21,RB1CC1
NM_006587.4,21,CORIN
NM_002340.6,21,LSS
NM_001330078.2,21,NRXN1
NM_022552.5,21,DNMT3A
NM_001080532.3,21,TMC3
NM_033116.6,21,NEK9
NM_004766.3,21,COPB2
NM_012470.4,21,TNPO3
NM_014822.4,21,SEC24D
NM_001470.4,21,GABBR1
NM_014921.5,21,ADGRL1
NM_012190.4,21,ALDH1L1
NM_006219.3,21,PIK3CB
NM_016516.3,21,VPS54
NM_001366673.1,21,DPY19L1
NM_001128159.3,21,VPS53
NM_012301.4,21,MAGI2
NM_001162383.2,21,ARHGEF2
NM_001142749.3,21,ELAPOR2
NM_002693.3,21,POLG
NM_001366735.2,21,RBM26
NM_004840.3,21,ARHGEF6
NM_001366282.2,20,GOLGB1
NM_012465.4,20,TLL2
NM_001288705.3,20,CSF1R
NM_001326.3,20,CSTF3
NM_003247.5,20,THBS2
NM_018171.5,20,APPL2
NM_003285.3,20,TNR
NM_013382.7,20,POMT2
NM_005065.6,20,SEL1L
NM_005131.3,20,THOC1
NM_144691.4,20,CAPN12
NM_001009185.3,20,ACSL6
NM_015107.3,20,PHF8
NM_014953.5,20,DIS3
NM_020808.5,20,SIPA1L2
NM_005035.4,20,POLRMT
NM_014800.11,20,ELMO1
NM_018711.5,20,SVOP
NM_001080449.3,20,DNA2
NM_014704.4,20,CEP104
NM_001130083.2,20,ABLIM2
NM_001635.4,20,AMPH
NM_017739.4,20,POMGNT1
NM_018383.5,20,WDR33
NM_001144061.2,20,COPB1
NM_004036.5,20,ADCY3
NM_005173.4,20,ATP2A3
NM_014911.5,20,AAK1
NM_001418.4,20,EIF4G2
NM_024312.5,20,GNPTAB
NM_024755.4,20,SLTM
NM_001278.5,20,CHUK
NM_006540.4,20,NCOA2
NM_001637.4,20,AOAH
NM_024602.6,20,HECTD3
NM_005565.5,20,LCP2
NM_014649.3,20,SAFB2
NM_023068.4,20,SIGLEC1
NM_144973.4,20,DENND5B
NM_130385.4,20,IRAG1
NM_000368.5,20,TSC1
NM_002885.4,20,RAP1GAP
NM_014832.5,20,TBC1D4
NM_199261.4,20,TPTE
NM_020383.4,20,XPNPEP1
NM_015054.2,20,UHRF1BP1L
NM_016573.4,20,GMIP
NM_020890.3,20,CIP2A
NM_002077.4,20,GOLGA1
NM_001083.4,20,PDE5A
NM_183357.3,20,ADCY5
NM_020871.4,20,LRCH2
NM_005709.4,20,USH1C
NM_015270.5,20,ADCY6
NM_014159.7,20,SETD2
NM_024894.4,20,NOL10
NM_001366057.1,20,OTUD4
NM_015043.4,20,TBC1D9B
NM_003917.5,20,AP1G2
NM_018351.4,20,FGD6
NM_007214.5,20,SEC63
NM_015542.4,20,UPF2
NM_020896.4,20,OSBPL5
NM_001317950.2,20,AKNA
NM_015311.3,20,OBSL1
NM_006989.6,20,RASA4
NM_017820.5,20,EXD3
NM_000819.5,20,GART
NM_001388022.1,20,TRIM66
NM_144643.4,20,SCLT1
NM_022911.3,20,SLC26A6
NM_012290.5,20,TLK1
NM_006362.5,20,NXF1
NM_021135.6,20,RPS6KA2
NM_015130.3,20,TBC1D9
NM_003966.3,20,SEMA5A
NM_022451.11,20,NOC3L
NM_020939.2,20,CPNE5
NM_001020658.2,20,PUM1
NM_001145122.2,20,CAPN14
NM_144575.3,20,CAPN13
NM_003153.5,20,STAT6
NM_001366845.3,20,ZNF106
NM_025257.3,20,SLC44A4
NM_012307.5,20,EPB41L3
NM_033066.3,20,MPP4
NM_001367767.2,20,RASA4B
NM_007349.4,20,PAXIP1
NM_000053.4,20,ATP7B
NM_004239.4,20,TRIP11
NM_020962.3,19,IGDCC4
NM_001164665.2,19,KIAA1549
NM_022070.5,19,HEATR6
NM_001010855.4,19,PIK3R6
NM_020631.6,19,PLEKHG5
NM_001387048.1,19,SULF2
NM_001004303.5,19,FYB2
NM_002447.4,19,MST1R
NM_031293.3,19,PMFBP1
NM_001001794.4,19,DENND6B
NM_007166.4,19,PICALM
NM_016953.4,19,PDE11A
NM_001378122.1,19,SH3D19
NM_001164399.2,19,CCDC175
NM_025191.4,19,EDEM3
NM_182943.3,19,PLOD2
NM_001374258.1,19,BRAF
NM_020706.2,19,SCAF4
NM_031220.4,19,PITPNM3
NM_001317857.2,19,EIF3CL
NM_001387889.1,19,SFMBT2
NM_015317.5,19,PUM2
NM_022553.6,19,VPS52
NM_001115016.3,19,KANSL3
NM_004447.6,19,EPS8
NM_002842.5,19,PTPRH
NM_024072.4,19,DDX54
NM_002918.5,19,RFX1
NM_052934.4,19,SLC26A9
NM_003905.4,19,NAE1
NM_003902.5,19,FUBP1
NM_000111.3,19,SLC26A3
NM_003587.5,19,DHX16
NM_001040716.2,19,PC
NM_001105192.3,19,TLE3
NM_001006634.3,19,ARHGAP17
NM_001135050.2,19,IGSF9
NM_032169.5,19,ACAD11
NM_181426.2,19,CCDC39
NM_032019.6,19,HDAC10
NM_001098518.2,19,ADGRF5
NM_001255975.1,19,PIWIL3
NM_001286611.2,19,REPS1
NM_003737.4,19,DCHS1
NM_014423.4,19,AFF4
NM_002108.4,19,HAL
NM_002959.7,19,SORT1
NM_002863.5,19,PYGL
NM_001042388.3,19,PPP4R1
NM_021160.3,19,ABHD16A
NM_178034.4,19,PLA2G4D
NM_014030.4,19,GIT1
NM_139159.5,19,DPP9
NM_032143.4,19,ZRANB3
NM_014935.5,19,PLEKHA6
NM_001375405.1,19,CEP120
NM_152718.2,19,VWCE
NM_015906.4,19,TRIM33
NM_017661.4,19,ZNF280D
NM_003260.5,19,TLE2
NM_001385469.3,19,NBPF11
NM_005077.5,19,TLE1
NM_001321571.2,19,CAMK2D
NM_001010854.2,19,TTC7B
NM_033449.3,19,FCHSD1
NM_014970.4,19,KIFAP3
NM_213600.4,19,PLA2G4F
NM_173598.6,19,KSR2
NM_016107.5,19,ZFR
NM_001277285.4,19,IGSF9B
NM_173814.6,19,PRTG
NM_182902.4,19,KIF9
NM_005609.4,19,PYGM
NM_001352837.2,19,ST18
NM_001330348.2,19,TBC1D8
NM_001995.5,19,ACSL1
NM_022457.7,19,COP1
NM_001145108.2,19,NELL2
NM_002508.3,19,NID1
NM_025229.2,19,SEL1L2
NM_019893.4,19,ASAH2
NM_001085487.3,19,MYSM1
NM_020764.4,19,CASKIN1
NM_001134707.2,19,SARDH
NM_133171.5,19,ELMO2
NM_152678.3,19,DENND6A
NM_000182.5,19,HADHA
NM_001150.3,19,ANPEP
NM_001366521.1,19,ATP2B1
NM_199437.2,19,PRDM10
NM_001244710.2,19,GFPT1
NM_014550.4,19,CARD10
NM_001321075.3,19,DLG4
NM_017647.4,19,FTSJ3
NM_198968.4,19,DZIP1
NM_001100588.3,19,RC3H2
NM_000124.4,19,ERCC6
NM_001079872.2,19,CUL4B
NM_015434.4,19,INTS7
NM_018079.5,19,SRBD1
NM_001358235.2,19,DCHS2
NM_153634.3,19,CPNE8
NM_004898.4,19,CLOCK
NM_001128178.3,19,NPHP1
NM_001174089.2,19,SLC4A11
NM_057169.5,19,GIT2
NM_030647.2,19,KDM7A
NM_002344.6,19,LTK
NM_001464.5,19,ADAM2
NM_024874.5,19,KIAA0319L
NM_001099433.2,19,JAKMIP1
NM_020320.5,19,RARS2
NM_014233.4,19,UBTF
NM_001605.3,19,AARS1
NM_003591.4,19,CUL2
NM_001385682.1,19,MAP4
NM_014809.4,19,KIAA0319
NM_032380.5,19,GFM2
NM_001304419.2,19,IQCA1L
NM_001244949.2,19,GPAM
NM_014824.3,19,FCHSD2
NM_001270941.2,19,JAKMIP2
NM_013447.4,19,ADGRE2
NM_001303052.2,19,MYT1L
NM_015497.5,19,TMEM87A
NM_016329.4,19,SFMBT1
NM_014687.4,19,RUBCN
NM_001330301.2,19,SAP130
NM_001145358.2,19,SIN3A
NM_024686.6,19,TTLL7
NM_144639.3,19,UROC1
NM_020632.3,19,ATP6V0A4
NM_017755.6,18,NSUN2
NM_001379291.1,18,BRD4
NM_001193315.2,18,VIPAS39
NM_017951.5,18,SMPD4
NM_001143962.2,18,CAPN8
NM_015658.4,18,NOC2L
NM_018428.3,18,UTP6
NM_206927.4,18,SYTL2
NM_005591.4,18,MRE11
NM_001386863.1,18,ACIN1
NM_001101648.2,18,NPC1L1
NM_004176.5,18,SREBF1
NM_139343.3,18,BIN1
NM_001084.5,18,PLOD3
NM_012155.4,18,EML2
NM_001277308.1,18,GOLGA8O
NM_015541.3,18,LRIG1
NM_019593.5,18,GPCPD1
NM_001366299.1,18,KHSRP
NM_001085377.2,18,MCC
NM_172071.4,18,RC3H1
NM_006364.4,18,SEC23A
NM_052916.3,18,RNF157
NM_000342.4,18,SLC4A1
NM_001039775.4,18,CRYBG2
NM_015386.3,18,COG4
NM_020784.3,18,TXNDC16
NM_001991.5,18,EZH1
NM_015981.4,18,CAMK2A
NM_032408.4,18,BAZ1B
NM_032816.5,18,CEP89
NM_005689.4,18,ABCB6
NM_001375808.2,18,LPIN2
NM_000328.3,18,RPGR
NM_015912.4,18,FAM135B
NM_003798.4,18,CTNNAL1
NM_020904.3,18,PLEKHA4
NM_012154.5,18,AGO2
NM_018077.3,18,RBM28
NM_001282484.1,18,GOLGA8R
NM_015638.3,18,TRPC4AP
NM_014706.4,18,SART3
NM_004476.3,18,FOLH1
NM_001127198.5,18,TMC6
NM_023008.5,18,KRI1
NM_001812.4,18,CENPC
NM_014263.4,18,YME1L1
NM_016281.4,18,TAOK3
NM_017575.5,18,SMG6
NM_000420.3,18,KEL
NM_005458.8,18,GABBR2
NM_018003.4,18,UACA
NM_000095.3,18,COMP
NM_018052.5,18,VAC14
NM_004259.7,18,RECQL5
NM_022052.2,18,NXF3
NM_004631.5,18,LRP8
NM_001555.5,18,IGSF1
NM_001378964.1,18,CDON
NM_018076.5,18,ODAD2
NM_000895.3,18,LTA4H
NM_003678.5,18,THOC5
NM_004456.5,18,EZH2
NM_145290.4,18,ADGRA3
NM_014812.3,18,CEP170
NM_016247.4,18,IMPG2
NM_001300791.2,18,KIF3A
NM_001376232.1,18,ZP2
NM_005110.4,18,GFPT2
NM_001256.6,18,CDC27
NM_022739.4,18,SMURF2
NM_182758.4,18,WDR72
NM_014602.3,18,PIK3R4
NM_001007540.4,18,CDHR4
NM_018216.4,18,PANK4
NM_001013839.4,18,EXOC7
NM_005050.4,18,ABCD4
NM_015225.3,18,PRUNE2
NM_032204.5,18,ASCC2
NM_001199201.2,18,ZBBX
NM_001350197.2,18,EVI5
NM_024580.6,18,EFL1
NM_001122772.3,18,AGAP2
NM_176824.3,18,BBS7
NM_001145678.3,18,KIAA0825
NM_152716.3,18,PATL1
NM_001397.3,18,ECE1
NM_152334.3,18,TARS3
NM_001001936.3,18,AFAP1L2
NM_001009566.3,18,CLSTN1
NM_174941.6,18,CD163L1
NM_153377.5,18,LRIG3
NM_001127671.2,18,LIFR
NM_020196.3,18,XAB2
NM_020800.3,18,IFT80
NM_032043.3,18,BRIP1
NM_005932.4,18,MIPEP
NM_030630.3,18,HID1
NM_003183.6,18,ADAM17
NM_130434.5,18,DPP8
NM_052961.4,18,SLC26A8
NM_007051.3,18,FAF1
NM_024011.4,18,CDK11A
NM_024726.5,18,IQCA1
NM_213618.2,18,DENND2B
NM_025248.3,18,SRCIN1
NM_000096.4,18,CP
NM_020943.3,18,CWC22
NM_020753.5,18,CASKIN2
NM_001035223.4,18,RGL3
NM_015174.2,18,ZFR2
NM_004618.5,18,TOP3A
NM_020166.5,18,MCCC1
NM_021907.5,18,DTNB
NM_005990.4,18,STK10
NM_002692.4,18,POLE2
NM_001378067.1,17,MTMR4
NM_080424.4,17,SP110
NM_005813.6,17,PRKD3
NM_031892.3,17,SH3KBP1
NM_003968.4,17,UBA3
NM_016931.5,17,NOX4
NM_022066.4,17,UBE2O
NM_178844.4,17,NLRC3
NM_005006.7,17,NDUFS1
NM_001144877.3,17,SCAI
NM_002319.5,17,LRCH4
NM_019843.4,17,EIF4ENIF1
NM_015020.3,17,PHLPP2
NM_003227.4,17,TFR2
NM_012141.3,17,INTS6
NM_004381.5,17,ATF6B
NM_001256404.2,17,DENND2C
NM_003631.5,17,PARG
NM_181349.3,17,SMURF1
NM_002115.3,17,HK3
NM_000195.5,17,HPS1
NM_015100.4,17,POGZ
NM_001010906.2,17,NUGGC
NM_000601.6,17,HGF
NM_001142633.3,17,PIK3R5
NM_003162.4,17,STRN
NM_020959.3,17,ANO8
NM_030790.5,17,ITFG1
NM_019055.6,17,ROBO4
NM_001128148.3,17,TFRC
NM_000061.3,17,BTK
NM_001330994.2,17,GRIK1
NM_001243332.2,17,SEZ6L2
NM_005232.5,17,EPHA1
NM_001876.4,17,CPT1A
NM_021078.3,17,KAT2A
NM_001277313.2,17,FMN1
NM_006259.3,17,PRKG2
NM_006544.4,17,EXOC5
NM_004739.4,17,MTA2
NM_001115.3,17,ADCY8
NM_004793.4,17,LONP1
NM_003200.5,17,TCF3
NM_014314.4,17,DDX58
NM_001347702.2,17,SYNE1
NM_017777.4,17,MKS1
NM_018287.7,17,ARHGAP12
NM_178564.4,17,NRBP2
NM_001083962.2,17,TCF4
NM_001366157.1,17,WDR49
NM_001031685.3,17,TP53BP2
NM_014804.3,17,KIAA0753
NM_007039.4,17,PTPN21
NM_014251.3,17,SLC25A13
NM_001522.3,17,GUCY2F
NM_019098.5,17,CNGB3
NM_001083893.2,17,STRN3
NM_001199633.2,17,SLC28A3
NM_001079843.3,17,CASZ1
NM_012398.3,17,PIP5K1C
NM_005144.5,17,HR
NM_006644.4,17,HSPH1
NM_001193489.2,17,SECISBP2L
NM_012448.4,17,STAT5B
NM_020796.5,17,SEMA6A
NM_000484.4,17,APP
NM_207363.3,17,NCKAP5
NM_001291978.2,17,NOP14
NM_006266.4,17,RALGDS
NM_133372.3,17,FNIP1
NM_001330103.2,17,RUFY2
NM_001371415.1,17,ACE2
NM_015688.2,17,FAM184B
NM_022369.4,17,STRA6
NM_001385174.1,17,USP36
NM_001519.4,17,BRF1
NM_001136139.4,17,TCF3
NM_198999.3,17,SLC26A5
NM_016457.5,17,PRKD2
NM_001297663.2,17,TTC39A
NM_016292.3,17,TRAP1
NM_005401.5,17,PTPN14
NM_002714.4,17,PPP1R10
NM_001038640.2,17,GOLGA6A
NM_198525.3,17,KIF7
NM_001191057.4,17,PDE1C
NM_002742.3,17,PRKD1
NM_001039479.2,17,AREL1
NM_001193451.2,17,TMTC1
NM_001431.4,17,EPB41L2
NM_001182.5,17,ALDH7A1
NM_032813.5,17,TMTC4
NM_002519.3,17,NPAT
NM_018087.5,17,NDC1
NM_133636.5,17,HELQ
NM_170662.5,17,CBLB
NM_001007553.3,17,CSDE1
NM_001932.6,17,MPP3
NM_012086.5,17,GTF3C3
NM_001130100.2,17,KIFC3
NM_015910.7,17,WDPCP
NM_005468.3,17,NAALADL1
NM_014750.5,17,DLGAP5
NM_018427.5,17,RRN3
NM_001465.6,17,FYB1
NM_006620.4,17,HBS1L
NM_032012.4,17,TMEM245
NM_052964.4,17,CLNK
NM_053274.3,17,GLMN
NM_001330564.2,17,ZC3H13
NM_024783.4,17,AGBL2
NM_133181.4,17,EPS8L3
NM_015689.5,17,DENND2A
NM_013267.4,17,GLS2
NM_024581.6,17,FAM184A
NM_003705.5,17,SLC25A12
NM_015045.5,17,WAPL
NM_018490.5,17,LGR4
NM_001040458.3,17,ERAP1
NM_013233.3,17,STK39
NM_024597.4,17,MAP7D3
NM_017666.5,17,ZNF280C
NM_016631.4,17,PAXBP1
NM_001323043.2,17,PHTF1
NM_004463.3,17,FGD1
NM_152246.3,17,CPT1B
NM_018387.5,16,STRBP
NM_004755.4,16,RPS6KA5
NM_007322.3,16,RANBP3
NM_004134.7,16,HSPA9
NM_015316.3,16,PPP1R13B
NM_030813.6,16,CLPB
NM_006440.5,16,TXNRD2
NM_001282290.2,16,ARHGAP27
NM_012431.3,16,SEMA3E
NM_001122646.3,16,FAM178B
NM_001364886.1,16,RGS7
NM_001346022.3,16,USP45
NM_152309.3,16,PIK3AP1
NM_001136505.2,16,TERB1
NM_000287.4,16,PEX6
NM_014878.5,16,PUM3
NM_183337.3,16,RGS11
NM_004431.5,16,EPHA2
NM_175859.3,16,CTPS2
NM_006058.5,16,TNIP1
NM_001007527.2,16,LMBRD2
NM_005535.3,16,IL12RB1
NM_178123.5,16,SESTD1
NM_022458.4,16,LMBR1
NM_001134647.2,16,AFAP1
NM_001353214.3,16,DYM
NM_013266.4,16,CTNNA3
NM_016132.5,16,MYEF2
NM_015447.4,16,CAMSAP1
NM_007114.3,16,TMF1
NM_001375380.1,16,EBF3
NM_145331.3,16,MAP3K7
NM_002532.6,16,NUP88
NM_006080.3,16,SEMA3A
NM_032531.4,16,KIRREL3
NM_002388.6,16,MCM3
NM_003873.7,16,NRP1
NM_004174.4,16,SLC9A3
NM_004438.5,16,EPHA4
NM_194292.3,16,SASS6
NM_015374.3,16,SUN2
NM_005739.4,16,RASGRP1
NM_006379.5,16,SEMA3C
NM_001282771.3,16,ANKMY1
NM_005687.5,16,FARSB
NM_007126.5,16,VCP
NM_004062.4,16,CDH16
NM_013314.4,16,BLNK
NM_001161346.2,16,CHFR
NM_003501.3,16,ACOX3
NM_152592.6,16,SYNE3
NM_015148.4,16,PASK
NM_001990.4,16,EYA3
NM_058172.6,16,ANTXR2
NM_001005498.4,16,RHBDF2
NM_001281766.3,16,EPHA5
NM_004440.4,16,EPHA7
NM_013263.5,16,BRD7
NM_001144958.2,16,CRACR2A
NM_001384900.1,16,SEMA3D
NM_014389.3,16,PELP1
NM_000635.4,16,RFX2
NM_001378157.1,16,XRRA1
NM_006257.5,16,PRKCQ
NM_001145862.2,16,MTMR11
NM_001351169.2,16,NT5C2
NM_031281.3,16,FCRL5
NM_001267594.2,16,SENP1
NM_012079.6,16,DGAT1
NM_017576.4,16,KIF27
NM_003203.5,16,GCFC2
NM_004991.4,16,MECOM
NM_002267.4,16,KPNA3
NM_002268.5,16,KPNA4
NM_000436.4,16,OXCT1
NM_002299.4,16,LCT
NM_016237.5,16,ANAPC5
NM_023110.3,16,FGFR1
NM_017645.5,16,HAUS6
NM_004761.5,16,RGL2
NM_001282112.2,16,TOP3B
NM_004444.5,16,EPHB4
NM_145068.4,16,TRPV3
NM_001563.4,16,IMPG1
NM_172107.4,16,KCNQ2
NM_004774.4,16,MED1
NM_005915.6,16,MCM6
NM_145804.3,16,ABTB2
NM_001670.3,16,ARVCF
NM_004826.4,16,ECEL1
NM_182643.3,16,DLC1
NM_002860.4,16,ALDH18A1
NM_020733.2,16,HEG1
NM_001128626.2,16,SPIRE1
NM_001031732.4,16,YTHDC1
NM_004860.4,16,FXR2
NM_006796.3,16,AFG3L2
NM_000141.5,16,FGFR2
NM_001122964.3,16,PPP4R3B
NM_004063.4,16,CDH17
NM_015033.3,16,FNBP1
NM_006802.4,16,SF3A3
NM_024513.4,16,FYCO1
NM_000153.4,16,GALC
NM_017921.4,16,NPLOC4
NM_153487.4,16,MDGA1
NM_004836.7,16,EIF2AK3
NM_032496.4,16,ARHGAP9
NM_022904.3,16,RASAL3
NM_006297.3,16,XRCC1
NM_013403.3,16,STRN4
NM_006659.4,16,TUBGCP2
NM_022450.5,16,RHBDF1
NM_001374504.1,16,TMPRSS6
NM_015308.5,16,FNBP4
NM_030913.6,16,SEMA6C
NM_182924.4,16,MICALL2
NM_001387011.1,16,AMBRA1
NM_020817.2,16,CCDC191
NM_004656.4,16,BAP1
NM_031885.5,16,BBS2
NM_016222.4,16,DDX41
NM_024763.5,16,DNAI4
NM_144709.4,16,PUS10
NM_032951.3,16,MLXIPL
NM_006387.6,16,CHERP
NM_024657.5,16,MORC4
NM_001379029.1,16,CERT1
NM_001257291.2,16,SLC9A7
NM_015044.4,16,GGA2
NM_001013836.2,16,MAD1L1
NM_033004.4,16,NLRP1
NM_153603.4,16,COG7
NM_001354689.3,16,RAF1
NM_006109.5,16,PRMT5
NM_170604.3,16,RASGRP4
NM_015155.3,16,LARP4B
NM_000065.5,16,C6
NM_001008391.4,16,CCDC73
NM_030782.5,16,CLPTM1L
NM_138619.4,16,GGA3
NM_017871.6,16,INTS11
NM_152573.4,16,RASEF
NM_005908.4,16,MANBA
NM_144718.4,16,SPICE1
NM_002958.4,16,RYK
NM_020944.3,16,GBA2
NM_022486.5,16,SUSD1
NM_002343.6,16,LTF
NM_012260.4,16,HACL1
NM_001099646.3,16,SLC47A2
NM_018113.4,16,LMBR1L
NM_018250.4,16,INTS9
NM_014377.3,16,DNAJC2
NM_001099439.2,16,EPHA10
NM_001330559.2,16,L3MBTL4
NM_018206.6,16,VPS35
NM_024577.4,16,SH3TC2
NM_178860.5,16,SEZ6
NM_033486.3,16,CDK11B
NM_001127211.3,16,SHTN1
NM_003215.3,16,TEC
NM_005677.4,16,COLQ
NM_000883.4,16,IMPDH1
NM_001131016.2,15,CIZ1
NM_002779.5,15,PSD
NM_005760.3,15,CEBPZ
NM_014498.5,15,GOLIM4
NM_001286423.2,15,GLB1L
NM_198185.7,15,OVCH2
NM_001276345.2,15,TNNT2
NM_001318170.2,15,MPP7
NM_001349.4,15,DARS1
NM_012285.3,15,KCNH4
NM_004208.4,15,AIFM1
NM_018164.3,15,INTS13
NM_001386010.1,15,ZCWPW1
NM_017948.6,15,NOL8
NM_020713.3,15,ZNF512B
NM_080927.4,15,DCBLD2
NM_006500.3,15,MCAM
NM_018272.5,15,DNAI7
NM_002103.5,15,GYS1
NM_001110.4,15,ADAM10
NM_015310.4,15,PSD3
NM_052883.3,15,TXNRD3
NM_032108.4,15,SEMA6B
NM_031217.4,15,KIF18A
NM_002595.5,15,CDK17
NM_024491.4,15,CEP70
NM_133373.5,15,PLCD3
NM_032709.3,15,PYROXD2
NM_022659.4,15,EBF2
NM_001349338.3,15,FOXP1
NM_002485.5,15,NBN
NM_004818.3,15,DDX23
NM_001168465.2,15,MAP7D2
NM_207111.4,15,RNF216
NM_033272.4,15,KCNH7
NM_000503.6,15,EYA1
NM_004041.5,15,ARRB1
NM_184234.3,15,RBM39
NM_018353.5,15,MIS18BP1
NM_003137.5,15,SRPK1
NM_018451.5,15,CENPJ
NM_000831.4,15,GRIK3
NM_025258.3,15,VWA7
NM_014570.5,15,ARFGAP3
NM_003590.5,15,CUL3
NM_020695.4,15,REXO1
NM_001354640.2,15,LMLN2
NM_003243.5,15,TGFBR3
NM_013285.3,15,GNL2
NM_003800.5,15,RNGTT
NM_019891.4,15,ERO1B
NM_002498.3,15,NEK3
NM_182836.3,15,RABGGTA
NM_020718.4,15,USP31
NM_018699.4,15,PRDM5
NM_001350814.2,15,GRB10
NM_004661.4,15,CDC23
NM_019022.5,15,TMX3
NM_003560.4,15,PLA2G6
NM_001330071.2,15,DCLK1
NM_173653.4,15,SLC9A9
NM_000158.4,15,GBE1
NM_001220484.1,15,HEATR4
NM_004628.5,15,XPC
NM_001037984.3,15,SLC38A10
NM_006190.5,15,ORC2
NM_001256378.2,15,MCMBP
NM_013391.3,15,DMGDH
NM_015665.6,15,AAAS
NM_001168221.2,15,C2CD6
NM_015474.4,15,SAMHD1
NM_023924.5,15,BRD9
NM_001282116.2,15,RFX3
NM_005877.6,15,SF3A1
NM_001080416.4,15,MYBL1
NM_003157.6,15,NEK4
NM_001100915.3,15,KCTD19
NM_001498.4,15,GCLC
NM_017848.6,15,FAM120C
NM_001352027.3,15,PHF21A
NM_001195263.2,15,PDZD7
NM_181077.5,15,GOLGA8A
NM_001271696.3,15,ABCB7
NM_024007.5,15,EBF1
NM_001258392.3,15,CLPB
NM_004153.4,15,ORC1
NM_007180.3,15,TREH
NM_001319999.2,15,RACGAP1
NM_020863.4,15,ZFAT
NM_024921.4,15,POF1B
NM_018368.4,15,LMBRD1
NM_198253.3,15,TERT
NM_194454.3,15,KRIT1
NM_147195.4,15,ANKRD18A
NM_003954.5,15,MAP3K14
NM_017762.3,15,MTMR10
NM_203416.4,15,CD163
NM_032571.5,15,ADGRE3
NM_001371910.2,15,MAP3K2
NM_005929.6,15,MELTF
NM_022168.4,15,IFIH1
NM_014502.5,15,PRPF19
NM_024422.6,15,DSC2
NM_006766.5,15,KAT6A
NM_024604.3,15,RPAP3
NM_182692.3,15,SRPK2
NM_015576.3,15,ERC2
NM_020163.3,15,SEMA3G
NM_001941.5,15,DSC3
NM_001318192.2,15,SLC13A4
NM_014517.5,15,UBP1
NM_006548.6,15,IGF2BP2
NM_001013647.2,15,FAM227A
NM_000036.3,15,AMPD1
NM_017551.3,15,GRID1
NM_012215.5,15,OGA
NM_001040446.3,15,MTMR12
NM_016112.3,15,PKD2L1
NM_001370165.1,15,SYTL4
NM_014230.4,15,SRP68
NM_024740.2,15,ALG9
NM_004724.4,15,ZW10
NM_014584.3,15,ERO1A
NM_025244.4,15,TSGA10
NM_001048166.1,15,STIL
NM_000404.4,15,GLB1
NM_001037171.2,15,ACOT9
NM_015221.4,15,DNMBP
NM_018198.4,15,DNAJC11
NM_007254.4,15,PNKP
NM_001879.6,15,MASP1
NM_024421.2,15,DSC1
NM_003146.3,15,SSRP1
NM_032861.4,15,SERAC1
NM_001099436.4,15,ULK3
NM_001270485.2,15,CAMKK2
NM_017512.7,15,ENOSF1
NM_016203.4,15,PRKAG2
NM_001039547.3,15,GK5
NM_003706.3,15,PLA2G4C
NM_021957.4,15,GYS2
NM_003728.4,15,UNC5C
NM_007365.3,15,PADI2
NM_032389.6,15,ARFGAP2
NM_001130969.3,15,NSMF
NM_001792.5,15,CDH2
NM_032569.4,15,GLYR1
NM_001282129.2,15,SSH2
NM_012237.4,15,SIRT2
NM_006239.3,15,PPEF2
NM_017827.4,15,SARS2
NM_001136035.4,15,TRMT1
NM_001023567.5,15,GOLGA8B
NM_003005.4,15,SELP
NM_024896.3,14,ERMP1
NM_024611.6,14,ICE2
NM_172230.3,14,SYVN1
NM_001258308.2,14,NOP2
NM_139179.4,14,DAGLB
NM_001366245.2,14,LIN9
NM_004422.3,14,DVL2
NM_004409.5,14,DMPK
NM_006940.6,14,SOX5
NM_144622.3,14,DCST2
NM_145913.5,14,SLC5A8
NM_001372107.1,14,UNKL
NM_014593.4,14,CXXC1
NM_130767.3,14,ACOT12
NM_001048174.2,14,MUTYH
NM_001363541.2,14,DBN1
NM_001361041.2,14,FRRS1
NM_080627.4,14,SOGA1
NM_001253875.2,14,UXS1
NM_032013.4,14,NDRG3
NM_021628.3,14,ALOXE3
NM_001277075.3,14,ZNF541
NM_002298.5,14,LCP1
NM_001130918.3,14,TTLL6
NM_001135651.3,14,EIF2AK2
NM_019042.5,14,PUS7
NM_003322.6,14,TULP1
NM_001277406.2,14,POTEI
NM_000071.3,14,CBS
NM_003748.4,14,ALDH4A1
NM_002726.5,14,PREP
NM_000820.4,14,GAS6
NM_032802.4,14,SPPL2A
NM_130808.3,14,CPNE4
NM_017768.5,14,LRRC40
NM_144719.4,14,CCDC13
NM_033515.3,14,ARHGAP18
NM_138383.3,14,MTSS2
NM_017744.5,14,ST7L
NM_001265577.2,14,KIF18B
NM_145886.4,14,PIDD1
NM_006227.4,14,PLTP
NM_003883.4,14,HDAC3
